p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
27710-00065,중리공원,어린이공원,nan,대구광역시 달성군 현풍읍 중리 312-6,35.69382661,128.4460433,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00066,원교공원,어린이공원,nan,대구광역시 달성군 현풍읍 원교리 38,35.69370353,128.4423363,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00067,상리공원,어린이공원,nan,대구광역시 달성군 현풍읍 상리 320,35.70083045,128.4502895,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00068,과학기술원공원,근린공원,nan,대구광역시 달성군 현풍읍 상리 953,35.70563874,128.455011,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00069,고래들공원,근린공원,nan,대구광역시 달성군 현풍읍 중리 483-3,35.69519774,128.4520952,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00070,포산공원,근린공원,nan,대구광역시 달성군 현풍읍 중리 506-3,35.68956485,128.4570958,대구광역시 달성군청,053-668-8307,대구광역시 달성군
28185-00001,센트럴파크,근린공원,인천광역시 연수구 테크노파크로 196,인천광역시 연수구 송도동 24-5,37.39226675,126.636342,인천시설공단,032-456-2860,인천시설공단
28185-00002,해돋이공원,근린공원,인천광역시 연수구 해돋이로 51,인천광역시 연수구 송도동 5-1,37.3885069,126.6547092,인천시설공단,032-456-2860,인천시설공단
28185-00003,미추홀공원,근린공원,인천광역시 연수구 해송로 59,인천광역시 연수구 송도동 9-1,37.38238888,126.6494992,인천시설공단,032-456-2860,인천시설공단
28185-00004,새아침공원,근린공원,인천광역시 연수구 신송로 118번길 35,인천광역시 연수구 송도동 2-1,37.39613488,126.6561184,인천시설공단,032-456-2860,인천시설공단
28185-00005,신송공원,근린공원,인천광역시 연수구 해돋이로38번길 39,인천광역시 연수구 송도동 3-41,37.39049262,126.6584198,인천시설공단,032-456-2860,인천시설공단
28185-00006,달빛공원,근린공원,인천광역시 연수구 아암대로 764,인천광역시 연수구 송도동 1,37.39543995,126.6593123,인천시설공단,032-456-2860,인천시설공단
28185-00007,솔찬공원,근린공원,인천광역시 연수구 송도국제대로372번길 21,인천광역시 연수구 송도동 13-20,37.36667165,126.6385425,인천시설공단,032-456-2860,인천시설공단
28185-00008,글로벌파크,근린공원,nan,인천광역시 연수구 송도동 191-1,37.37627624,126.6594134,인천시설공단,032-456-2860,인천시설공단
28185-00009,랜드마크시티1호 체육공원,체육공원,인천광역시 연수구 센트럴로396,인천광역시 연수구 송도동 330-1,37.41253666,126.6325869,인천시설공단,032-456-2860,인천시설공단
28185-00010,랜드마크시티3호 근린공원,근린공원,nan,인천광역시 연수구 송도동 326,37.40830622,126.6208503,인천시설공단,032-456-2860,인천시설공단
28185-00011,랜드마크시티 3호 수변공원,수변공원,인천광역시 연수구 아카데미로271번길 32,인천광역시 연수구 송도동 116,37.38350683,126.6182251,인천시설공단,032-456-2860,인천시설공단
28185-00012,랜드마크시티 1호 수변공원,수변공원,인천광역시 연수구 랜드마크로 194,인천광역시 연수구 송도동 308-2,37.41225764,126.6101271,인천시설공단,032-456-2860,인천시설공단
28110-00001,씨사이드파크,근린공원,인천광역시 중구 하늘달빛로2번길 6(중산동),nan,37.481753,126.5658118,인천시설공단,032-456-2973,인천시설공단
28110-00002,은골공원,근린공원,인천광역시 중구 은골로 42(운서동),nan,37.49639537,126.4917102,인천시설공단,032-456-2973,인천시설공단
28110-00003,박석공원,근린공원,인천광역시 중구 하늘중앙로 132(중산동),nan,37.49473516,126.5637807,인천시설공단,032-456-2973,인천시설공단
52710-00001,배매산 자연공원,근린공원,전북특별자치도 완주군 봉동읍 완주산단3로 180-11,전북특별자치도 완주군 봉동읍 둔산리 946,35.9495969,127.1182195,nan,nan,전북특별자치도 완주군
52710-00002,중앙공원,근린공원,nan,전북특별자치도 완주군 봉동읍 용암리 823,35.94312932,127.1268386,nan,nan,전북특별자치도 완주군
52710-00003,매동공원,근린공원,nan,전북특별자치도 완주군 봉동읍 용암리 766-1,35.952055,127.1407432,nan,nan,전북특별자치도 완주군
52710-00004,명동자연공원,근린공원,nan,전북특별자치도 완주군 봉동읍 용암리 818,35.94483988,127.1181844,nan,nan,전북특별자치도 완주군
52710-00005,학골공원,근린공원,nan,전북특별자치도 완주군 봉동읍 용암리 829,35.9433504,127.1372115,nan,nan,전북특별자치도 완주군
52710-00006,다복공원,근린공원,nan,전북특별자치도 완주군 봉동읍 용암리 840,35.9395532,127.1319158,nan,nan,전북특별자치도 완주군
52710-00007,완주공설공원묘지,묘지공원,전북특별자치도 완주군 봉동읍 우주로 270-68,전북특별자치도 완주군 봉동읍 구암리 산123-1,35.93914397,127.1001896,nan,nan,전북특별자치도 완주군
52710-00008,삼례신금근린공원,근린공원,nan,전북특별자치도 완주군 삼례읍 신금리 산73-1,35.92163053,127.0940231,전북특별자치도 완주군청 건설도시과,063-290-3813,전북특별자치도 완주군
41390-00001,도원공원,어린이공원,nan,경기도 시흥시 신천동 818-1,37.43830459,126.7775548,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00002,상아공원,문화공원,nan,경기도 시흥시 신천동 826-1,37.43606214,126.7776186,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00003,신흥공원,어린이공원,경기도 시흥시 신흥마을1길 28,경기도 시흥시 신천동 821-5,37.43700868,126.778368,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00004,새말공원,어린이공원,경기도 시흥시 포도원로79번길 11-3,경기도 시흥시 신천동 843-19,37.436735,126.783227,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00005,둥지공원,어린이공원,경기도 시흥시 수인로3325번길 29,경기도 시흥시 신천동 857-1,37.436498,126.7889771,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00006,복음공원,어린이공원,nan,경기도 시흥시 신천동 944,37.43508018,126.7904053,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00007,복음자리공원,어린이공원,nan,경기도 시흥시 신천동 947,37.43557374,126.7908195,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00008,산호공원,어린이공원,경기도 시흥시 시흥대로1073번길 40,경기도 시흥시 신천동 870-1,37.432542,126.789033,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00009,백제공원,문화공원,경기도 시흥시 시흥대로 1105-4,경기도 시흥시 신천동 84-5,37.434045,126.791764,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00010,신일공원,어린이공원,경기도 시흥시 시흥대로 1065번길 15,경기도 시흥시 신천동 890-1,37.43102709,126.790866,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00011,포도원공원,어린이공원,nan,경기도 시흥시 신천동 851-7,37.43524385,126.7862446,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00012,정왕동 체육3공원,체육공원,경기도 시흥시 역전로 2,경기도 시흥시 정왕동 2160,37.33875951,126.755514,경기도 시흥시청,031-310-3862,경기도 시흥시
41390-00013,대야공원,어린이공원,경기도 시흥시 대골길 47-6,경기도 시흥시 대야동 459,37.446845,126.788558,경기도 시흥시청,031-310-2688,경기도 시흥시
41390-00014,연합공원,문화공원,nan,경기도 시흥시 대야동 470-2,37.44466211,126.7888213,경기도 시흥시청,031-310-2688,경기도 시흥시
41220-00398,3호 뜸이기뜰 근린공원(화양지구),근린공원,nan,경기도 평택시 현덕면 운정리 산63-3,36.982419,126.901233,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00399,4호 개랑뜰 근린공원(화양지구),근린공원,nan,경기도 평택시 현덕면 화양리 산161,36.979132,126.903779,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00400,5호 흰여울뜰 근린공원(화양지구),근린공원,nan,경기도 평택시 현덕면 운정리 산40-1,36.975961,126.899459,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00401,6호 늘솔길뜰 근린공원 (화양지구),근린공원,nan,경기도 평택시 현덕면 운정리 산20,36.97196,126.898366,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00402,7호 갈매빛뜰 근린공원 (화양지구),근린공원,nan,경기도 평택시 현덕면 운정리 산2-1,36.967529,126.900795,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00403,가사 근린공원(청북지구 택지개발),근린공원,nan,경기도 평택시 청북면 옥길리 1090,37.019934,126.909408,경기도 평택시청,031-8024-4248,경기도 평택시
28200-00091,모래마을2호,어린이공원,nan,인천광역시 남동구 구월동 349-231,37.45280947,126.7236545,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28200-00092,모래마을3호,어린이공원,인천광역시 남동구 구월말로39번길 16-13 (구월동),인천광역시 남동구 구월동 349-652,37.45310786,126.7235776,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28200-00093,용광공원,어린이공원,인천광역시 남동구 석산로 207 (간석동),인천광역시 남동구 간석동 33-4,37.4609452,126.7149809,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28200-00094,독점공원,어린이공원,nan,인천광역시 남동구 구월동 1215-32,37.45220822,126.713608,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28200-00095,화교공원,어린이공원,nan,인천광역시 남동구 만수동 842-22,37.46330391,126.7264011,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28110-00069,영종하늘도시 19호,소공원,nan,인천광역시 중구 운남동 1668-3,37.48294166,126.5216142,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00070,영종하늘도시 20호,소공원,nan,인천광역시 중구 운서동 3051-26,37.49740248,126.5026449,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00071,영종하늘도시 21호,소공원,nan,인천광역시 중구 운서동 3061-5,37.49589364,126.5017221,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00072,영종하늘도시 22호,소공원,nan,인천광역시 중구 운서동 3068-2,37.49386683,126.5007575,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00073,영종하늘도시 23호,소공원,nan,인천광역시 중구 운서동 3115-4,37.48914132,126.4953889,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00074,미단시티 1호,근린공원,nan,인천광역시 중구 운북동1279,37.5182364676,126.5359036,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00075,미단시티 2호,근린공원,nan,인천광역시 중구 운북동 1280-3,37.5170958263,126.5322437756,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00076,미단시티 3호,근린공원,nan,인천광역시 중구 운북동 1270-3,37.5254472074,126.5242280054,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00077,미단시티 4호,근린공원,nan,인천광역시 중구 운북동 1273,37.5254995484,126.522546849,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00078,미단시티 5호,근린공원,nan,인천광역시 중구 운북동 1274-1,37.5246758536,126.5211357219,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00079,미단시티 6호,근린공원,nan,인천광역시 중구 운북동 1275-1,37.5239628508,126.5199418887,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00080,미단시티 7호,근린공원,nan,인천광역시 중구 운북동 1285-5,37.52345798,126.5172543,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00081,미단시티 8호,근린공원,nan,인천광역시 중구 운북동 1265-5,37.52877363,126.5144327,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00082,미단시티 1호 공원,어린이공원,nan,인천광역시 중구 운북동 1297-3,37.52658812,126.5139242,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00083,미단시티 1호,소공원,nan,인천광역시 중구 운북동 1278-4,37.5210282,126.5397227,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00084,미단시티 2호,소공원,nan,인천광역시 중구 운북동 1296,37.52716903,126.513794,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00085,미단시티 9호,근린공원,nan,인천광역시 중구 운북동 1351-13,37.53124982,126.5063238,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00086,미단시티 10호,근린공원,nan,인천광역시 중구 운북동 1352-7,37.5295477684,126.5060689186,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00087,미단시티 11호,근린공원,nan,인천광역시 중구 운북동 1353-11,37.5258236836,126.5019474644,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00088,미단시티 12호,근린공원,nan,인천광역시 중구 운북동 1366-7,37.5236555333,126.5098731075,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00089,미단시티 13호,근린공원,nan,인천광역시 중구 운북동 1353-2,37.530155785,126.5024906657,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00090,미단시티 2호 공원,어린이공원,nan,인천광역시 중구 운북동 1353-14,37.52690176,126.5025149,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00091,영종하늘도시 6호,소공원,nan,인천광역시 중구 운남동 1696-6,37.47402974,126.5199439,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00092,영종하늘도시 9호,소공원,nan,인천광역시 중구 운남동 1700-2,37.47831713,126.5269758,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00093,영종하늘도시 10호,소공원,nan,인천광역시 중구 운남동 1703-4,37.47712574,126.5274515,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00094,영종하늘도시 15호,소공원,nan,인천광역시 중구 운남동 1731-1,37.48413971,126.5421307,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00095,영종하늘도시 16호,소공원,nan,인천광역시 중구 운남동 1734-5,37.48552281,126.5431704,인천광역시 중구청,032-760-7778,인천광역시 중구
43113-00078,화계공원(61호),근린공원,nan,충청북도 청주시 흥덕구 화계동 22-1,36.391379,127.264783,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00079,외북공원(63호),근린공원,nan,충청북도 청주시 흥덕구 외북동 산2-3,36.391151,127.253628,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00080,근린공원5(만수공원),근린공원,nan,충청북도 청주시 흥덕구 오송읍 만수리 512,36.374204,137.202661,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00057,동터골,어린이공원,nan,충청북도 청주시 흥덕구 복대동 2685,36.374968,127.255243,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43112-00042,달천,어린이공원,nan,충청북도 청주시 서원구 성화동 334,36.615106,127.446814,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00043,월천,어린이공원,nan,충청북도 청주시 서원구 죽림동 294,36.613495,127.443376,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00044,장전공원(70호),근린공원,nan,충청북도 청주시 서원구 성화동 624,36.355466,127.264032,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00045,성화공원(71호),근린공원,nan,충청북도 청주시 서원구 성화동 630,36.353553,127.265279,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00046,장전,어린이공원,nan,충청북도 청주시 서원구 성화동 437,36.617339,127.454982,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00047,긴발재,어린이공원,nan,충청북도 청주시 서원구 성화동 613,36.618095,127.460161,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00048,사리골,어린이공원,nan,충청북도 청주시 서원구 성화동 636,36.612296,127.453972,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00049,해너미,어린이공원,nan,충청북도 청주시 서원구 산남동 995,36.608182,127.466834,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00050,솔빛,어린이공원,nan,충청북도 청주시 서원구 산남동 674,36.611482,127.461442,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00051,개구리,어린이공원,nan,충청북도 청주시 서원구 산남동 639,36.612352,127.468627,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00052,산남공원(79호),근린공원,nan,충청북도 청주시 서원구 산남동 367,36.368661,127.284194,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00053,탑골,어린이공원,nan,충청북도 청주시 서원구 산남동 864,36.609625,127.468463,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00054,해오름,어린이공원,nan,충청북도 청주시 서원구 현도면 매봉리 142,36.476021,127.425206,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00055,성화갓골(97호),근린공원,nan,충청북도 청주시 서원구 성화동 937,36.363539,127.271411,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00056,성화 다안채,어린이공원,nan,충청북도 청주시 서원구 성화동 1036,36.612551,127.452165,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00057,호반,어린이공원,nan,충청북도 청주시 서원구 성화동 938,36.614311,127.449511,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00058,50호소공원,소공원,nan,충청북도 청주시 서원구 현도면 선동리 206,36.291241,127.254964,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00059,51호소공원,소공원,nan,충청북도 청주시 서원구 현도면 선동리 487,36.285915,127.253664,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00060,49호소공원,소공원,nan,충청북도 청주시 서원구 현도면 시목리 295-1,36.292431,127.245369,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00061,52호소공원,소공원,nan,충청북도 청주시 서원구 현도면 양지리 253-2,36.272593,127.245434,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43112-00062,53호소공원,소공원,nan,충청북도 청주시 서원구 현도면 양지리 334,36.271781,127.245189,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,충청북도 청주시
43111-00001,중앙공원,근린공원,nan,충청북도 청주시 상당구 서문동 119,36.6329763098,127.4877793524,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00002,원봉공원,근린공원,nan,충청북도 청주시 상당구 용암동 2075,36.363362,127.305268,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00003,영운공원,근린공원,nan,충청북도 청주시 상당구 영운동 산62,36.379091,127.308741,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00004,96호공원(김수녕양궁장),체육공원,nan,충청북도 청주시 상당구 용정동 252,36.6265125,127.5269309,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00005,상당공원,근린공원,nan,충청북도 청주시 상당구 수동 283-3,36.63668949,127.4920338,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00006,당산공원,근린공원,nan,충청북도 청주시 상당구 대성동 109-102,36.375527,127.294952,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00007,중흥공원,근린공원,nan,충청북도 청주시 상당구 용암동 2102,36.363723,127.303238,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00008,망골공원,근린공원,nan,충청북도 청주시 상당구 용암동 1591,36.61097206,127.5030615,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00009,대머리공원,근린공원,nan,충청북도 청주시 상당구 용암동 1705,36.60577862,127.5020442,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00010,꿈나무,어린이공원,nan,충청북도 청주시 상당구 용암동 2061,36.361581,127.304212,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43111-00011,한아름,어린이공원,nan,충청북도 청주시 상당구 용암동 1166,36.61517591,127.5028294,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4412,충청북도 청주시
43113-00063,연초공원,근린공원,nan,충청북도 청주시 흥덕구 복대동 3369,36.381635,127.262365,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00064,덕암,어린이공원,nan,충청북도 청주시 흥덕구 봉명동 2392,36.654622,127.458184,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00065,꿈동산,어린이공원,nan,충청북도 청주시 흥덕구 봉명동 2558,36.650658,127.459817,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00066,감나무실,근린공원,nan,충청북도 청주시 흥덕구 가경동 1692,36.365379,127.262258,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00067,뜨란채,어린이공원,nan,충청북도 청주시 흥덕구 가경동 1579-1,36.618942,127.440571,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00068,서경,어린이공원,nan,충청북도 청주시 흥덕구 가경동 1582,36.617558,127.441363,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00069,푸른,어린이공원,nan,충청북도 청주시 흥덕구 가경동 1694,36.615645,127.440432,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00070,짐대,어린이공원,nan,충청북도 청주시 흥덕구 복대동 3321,36.638209,127.434436,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00071,중간,어린이공원,nan,충청북도 청주시 흥덕구 복대동 3249,36.640024,127.430991,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,충청북도 청주시
43113-00072,휴암공원(65호),근린공원,nan,충청북도 청주시 흥덕구 휴암동 산82-20,36.372891,127.243809,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00073,내곡공원(62호),근린공원,nan,충청북도 청주시 흥덕구 내곡동 산13-26,36.395267,127.255344,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00074,상신공원(58호),근린공원,nan,충청북도 청주시 흥덕구 상신동 산27,36.395796,127.261621,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00075,송절공원(59호),근린공원,nan,충청북도 청주시 흥덕구 문암동 산35,36.395642,127.271241,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00076,백로공원(60호),근린공원,nan,충청북도 청주시 흥덕구 송절동 산96,36.394129,127.272554,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43113-00077,남촌공원(64호),근린공원,nan,충청북도 청주시 흥덕구 남촌동 산9,36.392901,127.251938,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,충청북도 청주시
43740-00001,황간남성근린공원,근린공원,nan,충청북도 영동군 황간면 남성리 154-2,36.2286939,127.9148511,충청북도 영동군청,043-740-3346,충청북도 영동군
43740-00002,용두공원,근린공원,충청북도 영동군 영동읍 용두공원로 42,nan,36.1680436,127.7856138,충청북도 영동군청,043-740-3346,충청북도 영동군
43740-00003,구촌문화공원,문화공원,nan,충청북도 영동군 용산면 구촌리 172-4,36.2608324,127.8270796,충청북도 영동군청,043-740-3346,충청북도 영동군
28110-00043,잎새바람공원,어린이공원,nan,인천광역시 중구 운서동 3033-4,37.49699326,126.4994867,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00044,우주탐험공원,어린이공원,nan,인천광역시 중구 운서동 3050-1,37.49402028,126.4977659,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00045,과일천국공원,어린이공원,nan,인천광역시 중구 운서동 3081-1,37.49335425,126.5061947,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00046,지도여행공원,어린이공원,nan,인천광역시 중구 운서동 3083-10,37.49150465,126.5045792,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00047,무지개길공원1,어린이공원,nan,인천광역시 중구 운남동 1684-10,37.48145908,126.5133909,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00048,무지개길공원2,어린이공원,nan,인천광역시 중구 운남동 1690-14,37.48043144,126.5152632,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00049,착시나라공원,어린이공원,nan,인천광역시 중구 운서동 3110,37.48996059,126.4937786,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00050,갯벌놀이공원,어린이공원,nan,인천광역시 중구 운남동 1750-12,37.48001373,126.5433825,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00051,철새공원,어린이공원,nan,인천광역시 중구 운남동 1757-7,37.48270765,126.5484128,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00052,꽃대궐공원,어린이공원,nan,인천광역시 중구 중산동 1894-15,37.49589133,126.5638693,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00053,비행기공원,어린이공원,nan,인천광역시 중구 운남동 1674-6,37.48083435,126.5184019,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00054,기린공원,어린이공원,nan,인천광역시 중구 운남동 1657-36,37.482284,126.5254794,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00055,캐리비안해적공원,어린이공원,nan,인천광역시 중구 운남동 1618-1,37.47173821,126.5156592,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00056,크라켄공원,어린이공원,nan,인천광역시 중구 운남동 1631-9,37.47154831,126.5206536,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00057,인디언공원,어린이공원,nan,인천광역시 중구 중산동 1909-25,37.49926293,126.5673499,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00058,옹달샘공원,어린이공원,nan,인천광역시 중구 중산동 1903-9,37.49725951,126.5658659,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00059,비밀의벽공원,어린이공원,nan,인천광역시 중구 중산동 1887-7,37.49405819,126.5700345,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00060,영종하늘도시 1호,소공원,nan,인천광역시 중구 운서동 3038-6,37.49567456,126.4999821,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00061,영종하늘도시 2호,소공원,nan,인천광역시 중구 운남동 1660-1,37.48319647,126.5226911,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00062,영종하늘도시 3호,소공원,nan,인천광역시 중구 운북동 1338-2,37.5055464,126.4992547,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00063,영종하늘도시 5호,소공원,nan,인천광역시 중구 운남동 1747-11,37.48280559,126.5458341,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00064,영종하늘도시 8호,소공원,nan,인천광역시 중구 운남동 1707-2,37.47564583,126.5228568,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00065,영종하늘도시 11호,소공원,nan,인천광역시 중구 운남동 1741-2,37.48247928,126.5421773,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00066,영종하늘도시 12호,소공원,nan,인천광역시 중구 운서동 3044-1,37.49509062,126.4982615,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00067,영종하늘도시 13호,소공원,nan,인천광역시 중구 운서동 3045-1,37.4949557,126.4994313,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00068,영종하늘도시 14호,소공원,nan,인천광역시 중구 운서동 3118-6,37.48849543,126.4964822,인천광역시 중구청,032-760-7778,인천광역시 중구
46130-00098,선사유적공원,근린공원,nan,전라남도 여수시 화장동 945-1,34.778642,127.6463716,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00099,중흥공원,어린이공원,nan,전라남도 여수시 중흥동 1250-5,34.837036,127.693611,전라남도 여수시청,061-659-4627,전라남도 여수시
